150.0	16.0	2250.0	66.0	31.25	1058.0	1700.0	2050.0	300.0
42.75	96.0	2250.0	10.0	112.5	132.25	1700.0	2050.0	300.0
150.0	400.0	2250.0	1.0	25.0	1150.0	1700.0	2050.0	300.0
150.0	16.0	2250.0	8.0	25.0	1150.0	1700.0	2050.0	90.0
150.0	320.0	2250.0	83.0	43.75	1150.0	1700.0	2050.0	300.0
150.0	160.0	2250.0	18.5	75.0	1150.0	1700.0	2050.0	279.0
40.5	256.0	2250.0	10.0	31.25	1150.0	1700.0	2050.0	270.0
150.0	400.0	2250.0	14.0	43.75	1150.0	1700.0	2050.0	300.0
150.0	384.0	2250.0	13.0	62.5	1150.0	1700.0	2050.0	300.0
150.0	400.0	2250.0	31.0	37.5	1150.0	1700.0	2050.0	300.0
76.5	384.0	2025.0	13.0	168.75	1150.0	1700.0	2050.0	207.0
150.0	288.0	2250.0	44.0	31.25	1150.0	1700.0	2050.0	234.0
49.5	16.0	506.25	1.0	12.5	264.5	289.0	420.25	36.0
19.125	64.0	2250.0	5.0	250.0	264.5	289.0	840.5	36.0
22.5	48.0	2250.0	4.0	12.5	264.5	578.0	840.5	45.0
33.75	48.0	2250.0	4.0	25.0	1150.0	867.0	840.5	243.0
56.25	96.0	2250.0	5.0	12.5	793.5	578.0	1260.75	234.0
78.75	400.0	2250.0	5.0	25.0	1150.0	867.0	1681.0	270.0
63.0	112.0	2250.0	9.5	81.25	1150.0	1700.0	2050.0	234.0
49.5	80.0	2250.0	10.0	81.25	1150.0	1700.0	2050.0	117.0
52.875	80.0	2250.0	3.0	12.5	1150.0	578.0	1260.75	171.0
2.25	32.0	1012.5	3.0	25.0	264.5	578.0	1260.75	9.0
